Admin,pairs_n,points_n,ph_variogram_mean,ph_vario_sd,log_SOC_variogram_mean,log_SOC_vario_sd
10206903,2415,69,0.2338311230153542,0.03151329961129528,0.2124019810523807,0.007676219560124819
10301001,1,1,0.19832751494926182,NA,0.20407042224409533,NA
10301002,6,3,0.2005412273344407,0.0021807884860257603,0.20455403091619886,4.7912192072412243e-4
10301004,6,3,0.20039667280057094,0.0013884716432684954,0.20452128731887226,3.0347634940416365e-4
10301005,6,3,0.19881154238068938,7.340760849938573e-4,0.2041754712317742,1.5914443661639864e-4
10301006,36,8,0.2013927397312149,0.002362807653275712,0.20474134352234175,5.214360731916302e-4
10301007,3,2,0.199421320448802,0.0011285219429361137,0.2043080706120846,2.458011513411734e-4
10301008,10,4,0.20049339058063476,0.0020511678959906354,0.20454350155283946,4.5041243445832513e-4
10301013,1,1,0.19820037541194593,NA,0.20404303270811724,NA
10301014,15,5,0.20234171006710835,0.004273961022162652,0.20495453900366908,9.519382204209938e-4
10301015,6,3,0.19876386028110704,5.987500613821625e-4,0.20416499821497736,1.2987160745326823e-4
10301016,3,2,0.20061703802688324,0.0022439355710960427,0.20457063058257485,4.897770018232217e-4
10301017,10,4,0.20228394705900696,0.003888997830060037,0.20494059417592136,8.641056153776686e-4
10301020,276,23,0.2075054818702946,0.007401264489523422,0.20611437817111383,0.0016717550532002559
10301021,105,14,0.21083228644656174,0.010692673935731605,0.20687954668021105,0.0024317458214231044
10301901,120,15,0.21142063083392554,0.010359087010931323,0.20701106976210779,0.0023515993415983453
10301902,55,10,0.2029989796984684,0.003772112702682444,0.20509862213421076,8.379298285348053e-4
10301903,136,16,0.20451809710605648,0.0054969488123580885,0.20544059447896915,0.0012304901716351868
10301904,153,17,0.20444317195488734,0.005071118478990071,0.20542243122830436,0.0011341301341662691
10301905,120,15,0.2106391223353632,0.010220082502888111,0.20683226220566586,0.0023410424359233775
10301906,3,2,0.19894505805586093,7.955576214659618e-4,0.2042043575479751,1.726648742723464e-4
10302001,1,1,0.1989859906613056,NA,0.20421288421970593,NA
10302007,36,8,0.2017700305628788,0.0035965331120433176,0.2048270836821311,7.984316961548773e-4
10302902,3,2,0.20052556194797586,0.0021348163951041576,0.2045504503663756,4.655991791057254e-4
10302903,3,2,0.20056225210275822,0.002083367452773101,0.2045582493768498,4.556379362463599e-4
10303001,3,2,0.19815705013403492,1.0880659634002071e-4,0.2040337274200735,2.3398974772248e-5
10303002,10,4,0.19845145143967685,3.1652311881032077e-4,0.204097271556877,6.840402230544318e-5
10304001,3,2,0.1997953681095599,0.0014120368016375235,0.20438982248210566,3.081085785161214e-4
10304002,1,1,0.19810391358612306,NA,0.20402228960724128,NA
10304005,3,2,0.19852836800842938,4.451378688903101e-4,0.20411392201790216,9.628162949635547e-5
10304006,1,1,0.20099946881102512,NA,0.20465245152355038,NA
10304007,6,3,0.20114190482039052,0.003110692311464466,0.20468788008894392,6.827469715021335e-4
10304009,6,3,0.19902898642195552,0.0010192749483708828,0.2042229477841913,0.00022118222303676747
10304802,1,1,0.2017671876974652,NA,0.20482121442057805,NA
10304803,1,1,0.1981776294701826,NA,0.20403813814128327,NA
10305002,1,1,0.19891116533795047,NA,0.20419665399427497,NA
10305902,153,17,0.2068270713173328,0.0076410479716391266,0.20596337764322928,0.001728122288447243
10305903,66,11,0.2053137285970765,0.00714641673868545,0.2056233953947242,0.0016138604567748716
10305906,78,12,0.20468268072982018,0.005611591152886856,0.20547739121356204,0.0012581292545954526
10306008,1,1,0.19813125563772235,NA,0.20402816532892495,NA
10306901,3,2,0.19861285832851705,4.251585631760564e-4,0.20413218069430114,9.187603711759444e-5
10307001,1,1,0.198441550626973,NA,0.2040950274488647,NA
10307002,1,1,0.19817628852109764,NA,0.20403784964913413,NA
10307003,3,2,0.1988473291030894,4.3386474306708725e-4,0.2041829235440176,9.408981330615959e-5
10308001,3,2,0.19870670653284034,3.1025249633453934e-4,0.20415241527552472,6.720173295793337e-5
10309002,136,16,0.20917095222093213,0.01021478615955798,0.20650146330371877,0.0023325237098065763
