Admin,pairs_n,points_n,ph_variogram_mean,ph_vario_sd,log_SOC_variogram_mean,log_SOC_vario_sd
10203022,6,3,0.20636239552267893,0.006578015153899072,0.20585378199423926,0.0014702527437639073
10203023,3,2,0.203872052667035,0.00476740145292818,0.2052925311623923,0.001056615300249752
10203024,3,2,0.1987285401323123,6.14190924271234e-4,0.20415733458617175,1.3291476196823485e-4
10203025,3,2,0.2001494803339545,0.0015607864584369505,0.20446723002344877,3.4137941683224884e-4
10203028,1,1,0.19837702602114304,NA,0.2040811010190782,NA
10203035,36,8,0.20228577909490814,0.003130288549039179,0.20493963090075604,6.92041510963602e-4
10203036,15,5,0.20126420037613943,0.002088645105282066,0.2047127391002173,4.5764524729359924e-4
10203037,21,6,0.2073849641863882,0.007893403623346928,0.20608965989339162,0.0017731322292378672
10203038,171,18,0.2036621929340757,0.004633117771312079,0.20524778826411846,0.001034988532905232
10203039,1,1,0.19854832020330962,NA,0.20411809331975286,NA
10203044,21,6,0.20021705445256838,0.0018804382809349998,0.20448286335758412,4.1295080853455987e-4
10203901,15,5,0.20188309430579449,0.002886675059579276,0.20485010622854938,6.383096387796599e-4
10204001,3,2,0.19881086939079926,5.76650167599063e-4,0.20417513318830455,1.247606925168887e-4
10204002,3,2,0.19841846361595722,3.1059102916657045e-4,0.20409012370660143,6.70479983436674e-5
10204003,3,2,0.19861285405791201,3.772258063873902e-4,0.20413214520286505,8.159799767925351e-5
10204004,3,2,0.1986663099423592,5.627480209679699e-4,0.2041438270332501,1.2177143495365286e-4
10204006,6,3,0.19828507758989053,2.4218328105163036e-4,0.20406134143981158,5.225964450937497e-5
10204007,1,1,0.19863690092455885,NA,0.2041372486398283,NA
10204009,1,1,0.19910865957988108,NA,0.20423951189992326,NA
10204010,1,1,0.19916762210570232,NA,0.2042523192870848,NA
10204019,10,4,0.20019159730916775,0.0016807619299671673,0.20447691611302954,3.683595791915842e-4
10204020,1,1,0.19844133977033804,NA,0.2040949819227392,NA
10204801,3,2,0.1983429825264304,2.94936557396707e-4,0.20407384982884855,6.351410258196879e-5
10204901,3,2,0.19941922290910788,0.0011209112592752404,0.2043076066272623,2.4413868342484338e-4
10205001,3,2,0.2009005079667356,0.00238715303813391,0.20463261980254985,5.246502197165264e-4
10205002,3,2,0.2008673427257309,0.0023476226172738494,0.20462528690499787,5.159342946311645e-4
10205008,1,1,0.1982550343736453,NA,0.20405480169758614,NA
10205011,3,2,0.19838264899740968,2.4910047329521187e-4,0.2040823663957641,5.377054018817581e-5
10205012,1,1,0.19841931982060027,NA,0.2040902281800091,NA
10205014,3,2,0.19880737779944344,6.553959927216302e-4,0.20417445346117957,1.4171260935286754e-4
