Admin,pairs_n,points_n,ph_variogram_mean,ph_vario_sd,log_SOC_variogram_mean,log_SOC_vario_sd
10509001,10,4,0.19928793101741274,0.0013011729900405638,0.20427953151218936,2.8362988376140545e-4
10509003,1,1,0.1985034384969978,NA,0.2041083941910897,NA
10509005,3,2,0.19839863044432737,1.9674542371965402e-4,0.2040857942098928,4.2483010182834305e-5
10509006,6,3,0.20302960445575813,0.003777911088864374,0.20510487815583,8.356955270222128e-4
10509008,6,3,0.19916361444399158,8.546535464334385e-4,0.2042518808819802,1.8615574494555402e-4
10509009,15,5,0.20452988982695142,0.005604667052262784,0.20544306320126454,0.0012535015739713435
10509010,28,7,0.20143240886267624,0.00243049754734573,0.20475013426490804,5.366688715606278e-4
10509011,15,5,0.20045745089040118,0.0019120044215219954,0.20453556115694016,4.187383741495314e-4
10509012,6,3,0.2015290790715627,0.00267173453109266,0.20477169716357865,5.873624115426626e-4
10509013,3,2,0.1985532665780032,4.748695831047952e-4,0.20411933931528722,1.0256461319239362e-4
10509015,6,3,0.19931030247056072,5.491691382382676e-4,0.20428352053405552,1.193466113539872e-4
10509016,1,1,0.2004611777477263,NA,0.20453447029296684,NA
10509017,1,1,0.1980221299408534,NA,0.20400473902268307,NA
10509018,15,5,0.2006916628905197,0.0019838180290711518,0.20458689126022414,4.353693794398669e-4
10509021,36,8,0.2017724714736927,0.002630814214797866,0.2048253656045127,5.814480265016773e-4
10510002,1,1,0.19866962772325097,NA,0.20414432977593006,NA
10510008,3,2,0.19940310923722807,6.794228460312024e-4,0.20430373327152995,1.4794778147321898e-4
10510011,1,1,0.1992264169353355,NA,0.20426509551629132,NA
10510014,1,1,0.1981938583935999,NA,0.20404163015897064,NA
10510015,1,1,0.19850526128432408,NA,0.2041087880160373,NA
10510016,1,1,0.19801652526704777,NA,0.20400353812662744,NA
10510017,1,1,0.19893341865248337,NA,0.20420147993843768,NA
10511902,703,37,0.22037992713667653,0.019093475640169187,0.2091184508539349,0.004498070491921048
10533001,3,2,0.19939200066612456,9.057078308179481e-4,0.20430152485526445,1.966611136938059e-4
20101008,10,4,0.19850872618057122,3.5139321403250713e-4,0.20410965734989214,7.601366615687424e-5
20101014,3,2,0.19906707640054372,8.575064670994383e-4,0.2042308875217025,1.8610667934073735e-4
20101015,3,2,0.19905539859730353,8.48526782425422e-4,0.2042283860685376,1.8375829573631425e-4
20101019,3,2,0.1992924762579952,0.0010831873615947817,0.20428004330882146,2.3550898790523862e-4
20101020,3,2,0.20034529013526473,0.002012558234873954,0.20451084209337075,4.386459251594515e-4
20101901,6,3,0.21001535954499148,0.009895710239870783,0.20668520813795982,0.002259027694513534
20102002,1,1,0.1981962876566348,NA,0.2040421529511798,NA
20102005,1,1,0.19908112363974387,NA,0.20423353260213778,NA
20102006,3,2,0.19845482611732046,2.767247453964661e-4,0.2040979520513481,5.980146882772682e-5
20102008,1,1,0.19822961881609505,NA,0.2040493280788759,NA
20102009,1,1,0.19831926692405824,NA,0.2040686439185572,NA
20102010,1,1,0.1983173339837034,NA,0.20406822719205941,NA
20102011,6,3,0.20044591368513803,0.0014676942370707466,0.20453216711117372,3.208117481446637e-4
20102013,1,1,0.1981534444282011,NA,0.20403293601618216,NA
20102014,10,4,0.19876711897302202,6.148360770096497e-4,0.20416572785398293,1.3349600678680857e-4
20102015,3,2,0.20070727083074588,0.0015514859814233228,0.20458923691799774,3.397099230075649e-4
20102016,1,1,0.20064225007837594,NA,0.20457412344915804,NA
20103002,1,1,0.200494469271166,NA,0.20454175818370826,NA
20103006,3,2,0.19946465218662815,0.0012488442333738192,0.20431770948040656,2.713288282007203e-4
20103007,6,3,0.19909697589500336,5.811389301402658e-4,0.20423720823939548,1.260721136745475e-4
20103010,1,1,0.19829773090220845,NA,0.20406400152249682,NA
20103012,3,2,0.20203368307703157,0.003312848878839374,0.2048832518031556,7.300080357461544e-4
20103013,1,1,0.19950743850609376,NA,0.20432623126517402,NA
20103014,3,2,0.19994225830604237,3.7088547859053563e-4,0.20442109017821355,8.091369729617344e-5
20103015,10,4,0.1995652880402252,0.0013064776398112904,0.20433986854269806,2.8476063437477835e-4
20103016,6,3,0.20101998854652425,0.0022759696657682566,0.20465920605738822,4.99253181250254e-4
20103017,3,2,0.20095264598092463,0.002259731553073899,0.20464382888582053,4.969605236164238e-4
20104002,3,2,0.19897397139498454,5.438990108311703e-4,0.20421043641030434,1.1808175345150222e-4
20104003,3,2,0.19840785709628792,2.1842934319289993e-4,0.20408779241689334,4.717058246446713e-5
20104004,1,1,0.19801487893509329,NA,0.20400318544090695,NA
20105002,1,1,0.19859818402765703,NA,0.20412887421314416,NA
20105005,1,1,0.19848278271611255,NA,0.20410393190287324,NA
20105006,10,4,0.1984566378113822,2.5427807885920116e-4,0.20409835643634058,5.4913101861797366e-5
20105008,1,1,0.1992216714625359,NA,0.20426406412364728,NA
20105015,3,2,0.19860823881139306,4.192043520180182e-4,0.20413118164920444,9.054562771353449e-5
20105018,1,1,0.19838362117731823,NA,0.20408252398018176,NA
20105020,3,2,0.20077041534038031,0.0017353369805556988,0.20460329272997183,3.799924508265514e-4
20106002,15,5,0.19884898110357518,7.070958318372643e-4,0.20418357299205386,1.5349750698465846e-4
20106003,3,2,0.198126864361353,1.0904108128550109e-4,0.2040272412372946,2.3421297052417527e-5
20106007,1,1,0.19813555391438054,NA,0.20402908931689126,NA
20106009,3,2,0.1988530458410988,2.5482977669473157e-4,0.2041840926433691,5.521794682815236e-5
20106010,6,3,0.19959275550679467,8.571216838799705e-4,0.20434521381579834,1.8686515173433905e-4
20106011,1,1,0.19830984517570882,NA,0.20406661276423882,NA
20106012,10,4,0.1997553079340103,0.0012690415130118282,0.20438114235662702,2.772088768899296e-4
20106014,1,1,0.19901191080599828,NA,0.20421850867586597,NA
20106015,3,2,0.19890721332249842,2.1924424695981046e-4,0.20419582436998895,4.7544854005926886e-5
20106016,15,5,0.2021435439674059,0.003909546699496144,0.20490996618612298,8.68393215951563e-4
20107001,3,2,0.20169269525315123,0.0030070470374931693,0.20480750515868423,6.633946561226616e-4
20107003,6,3,0.20244696958419475,0.0037278711360245903,0.20497590034809482,8.256321392909012e-4
20107004,3,2,0.19991935706266736,3.7147519191081695e-4,0.2044160904661885,8.109364249578424e-5
20107005,3,2,0.1990340467152129,7.500458635900252e-4,0.20422361688879428,1.628421251529929e-4
20107006,6,3,0.1986559501670016,3.041671575537539e-4,0.20414144760419123,6.581052903381613e-5
20107007,1,1,0.20335611491080008,NA,0.20517215255763094,NA
20107008,15,5,0.1993875699525893,8.323366525920926e-4,0.2043006044137394,1.811348768457471e-4
20107009,6,3,0.20024257778850013,0.0020199244467835912,0.20448859973292186,4.42035233215285e-4
20107010,3,2,0.19868580048194054,5.705393727348729e-4,0.20414803865292003,1.2356797179653332e-4
20107011,10,4,0.200407871827621,0.0017424758765676902,0.2045243909029204,3.809832236216948e-4
20107012,36,8,0.2032451869078179,0.004126872899638183,0.205154065841609,9.171201878356047e-4
20107013,1,1,0.19918682649951852,NA,0.20425649186609665,NA
20107014,1,1,0.1989839518603628,NA,0.2042124418635355,NA
20107016,15,5,0.20064404088658,0.0019454059193955832,0.20457646577847194,4.2612781190565604e-4
20107017,6,3,0.20095005354793105,0.0032157492527582167,0.20464632190753415,7.046553296952876e-4
20107018,6,3,0.19987389108849388,9.163815122811708e-4,0.2044066025710583,1.9930907308968307e-4
20107020,15,5,0.2006557089126753,0.0018574308358540867,0.2045788307966861,4.07087108062967e-4
20107021,1,1,0.20092452032235686,NA,0.20463600662761983,NA
20108001,1,1,0.19848476861047823,NA,0.20410436087523723,NA
20108002,10,4,0.1992644481046432,8.425638924327843e-4,0.2042738067489264,1.8356291464297e-4
20108003,21,6,0.20323441193107264,0.0041735378651030905,0.2051520073321497,9.240873438498596e-4
20108005,3,2,0.19806748934615875,4.648081791321866e-5,0.20401447254692673,9.973026945486921e-6
20108007,3,2,0.2000323580750334,0.0016983563289215409,0.20444185408947652,3.7117659415986467e-4
20108008,1,1,0.19880938167607065,NA,0.2041745916975247,NA
20108009,3,2,0.19830985902088427,2.0244809629899982e-4,0.20406665415949887,4.3654735107557914e-5
20108010,1,1,0.1988192609207045,NA,0.20417673228897126,NA
20108011,6,3,0.19884050066866818,6.500094750353808e-4,0.2041816538034579,1.4089735167562248e-4
20109003,1,1,0.19811823151817903,NA,0.2040253660629274,NA
20109004,3,2,0.19819640075119568,1.2405729646398458e-4,0.20404219487628716,2.670980638701153e-5
20109009,1,1,0.1987167341024469,NA,0.2041545259313297,NA
20109010,15,5,0.19965033001893984,0.0013434568918493403,0.2043584429658619,2.9327855795629136e-4
20109012,3,2,0.1996207625996629,0.0012425932737670214,0.2043515961342105,2.708621861793484e-4
20109013,3,2,0.19809951006011622,8.387124502767747e-5,0.20402135684799658,1.8005278337225417e-5
20109014,3,2,0.20025572122128535,0.0018589953620187988,0.2044910068146802,4.050809743179072e-4
20109018,1,1,0.19884798408720336,NA,0.20418295688911528,NA
20110001,1,1,0.19875968477826528,NA,0.2041638262810086,NA
20110003,1,1,0.1991544867603156,NA,0.20424946566587643,NA
20110005,6,3,0.19976725686761038,0.0010105843257766241,0.20438339245915627,2.2040432711812767e-4
20110006,6,3,0.19968994540737128,0.0010688759112240684,0.20436662097201763,2.3303904262886587e-4
20110007,3,2,0.20026785241954578,9.118540942296615e-4,0.20449247766967713,1.9964751965926482e-4
20110009,1,1,0.1996119327157275,NA,0.20434899159852515,NA
20110011,1,1,0.19872604168366115,NA,0.20415654105844266,NA
20110013,6,3,0.20032431521202657,0.0015277844218006503,0.20450557858797902,3.347867007242957e-4
20110014,10,4,0.1983111635287042,2.4514863320762803e-4,0.20406697301388388,5.288298394159607e-5
20110015,1,1,0.1998137905480656,NA,0.20439299939562028,NA
20110016,3,2,0.19938607908712339,0.0010313391217617732,0.2043003740022414,2.2385841180724784e-4
20110017,1,1,0.19811976972966988,NA,0.20402569663054518,NA
20110018,3,2,0.2000117505017921,0.001464805297329776,0.20443715148756408,3.189922373202289e-4
20110022,1,1,0.20268801034062472,NA,0.2050243351353707,NA
20110024,10,4,0.1992426705964531,6.909929615057001e-4,0.20426895767891104,1.5018972377346752e-4
20110026,6,3,0.19976379207939843,0.0014445251941818036,0.20438316662262546,3.155807817698264e-4
20111003,10,4,0.20167122611639293,0.0030746190456361795,0.20480418036696163,6.764273438262734e-4
20111005,3,2,0.1998938387282103,3.9012000502920284e-4,0.20441052826694442,8.509263151660366e-5
20111006,3,2,0.20221557898558054,0.003566789794484815,0.20492425403021336,7.825013852940882e-4
20111008,1,1,0.1988370065079123,NA,0.20418057776378226,NA
20111009,6,3,0.19948873918335186,0.0011284484873545191,0.20432300229520342,2.449167124632914e-4
20111010,1,1,0.1995478793829716,NA,0.20433503813753284,NA
20111012,6,3,0.20051109568799783,0.0023710712463991123,0.2045480250843129,5.192770524703424e-4
20111013,3,2,0.20071669354321625,0.002296813707812932,0.20459250973973486,5.016379603012126e-4
20111016,1,1,0.2028119081585377,NA,0.2050517201367498,NA
20111017,1,1,0.2001237683318075,NA,0.20446067689943936,NA
20111018,1,1,0.20012949794676207,NA,0.20446192892100704,NA
20111019,10,4,0.20082233964264112,0.0020743663921929272,0.20461549248296756,4.564269146991276e-4
20111020,3,2,0.19919744394206604,8.761356321527141e-4,0.20425917531724672,1.905813522666975e-4
20111022,10,4,0.19930168094431283,8.191806994891516e-4,0.20428190681452224,1.781556891195184e-4
20111023,1,1,0.1989253631954278,NA,0.20419973290234464,NA
20111024,3,2,0.19905306907231038,8.688362880061992e-4,0.20422786959952036,1.884624543128712e-4
20111027,3,2,0.19813611617860688,4.1283529620437774e-5,0.20402921253793602,8.876950329726094e-6
20111028,1,1,0.2000349649825739,NA,0.20444127670922405,NA
20111029,3,2,0.19878963072579814,4.7102350286436294e-4,0.2041704494856886,1.0203599949157976e-4
20111030,3,2,0.19884344250247987,6.652294063803704e-4,0.2041822386191454,1.4418767807791242e-4
20111036,10,4,0.1982690067537592,2.2293782904245807e-4,0.20405788019291698,4.804793928509958e-5
20112001,10,4,0.19954081375850677,0.0015094341092840512,0.20433482461063363,3.297223237617878e-4
20112003,3,2,0.19905430955664666,6.308687184614237e-4,0.2042279387256127,1.3675527196113383e-4
20112007,3,2,0.19899221166812112,7.582753730165666e-4,0.2042145626293388,1.644558382265778e-4
20112008,1,1,0.19839443191592265,NA,0.20408485672997584,NA
20112010,1,1,0.2023145049399884,NA,0.20494185701506837,NA
20112011,6,3,0.19854163522196983,3.0207674481504224e-4,0.20411674093695303,6.520589857860201e-5
20112017,3,2,0.19910867494922815,8.961766629772699e-4,0.20423996898591,1.9436888189637227e-4
20112018,1,1,0.1986913246983324,NA,0.2041490255422637,NA
20112019,3,2,0.2000194227931123,9.137217989997933e-4,0.2044382168152635,1.995139623869592e-4
20112020,1,1,0.2007817938941738,NA,0.204604705900022,NA
20112021,6,3,0.20067677843066695,0.0020542035105895876,0.20458365803188672,4.4956201776780765e-4
20112023,1,1,0.19830811976818596,NA,0.20406624082556646,NA
20112024,3,2,0.20109942670936598,7.897424945839189e-4,0.20467459356105816,1.7355661807370957e-4
20112025,1,1,0.19873996036365932,NA,0.2041595548124349,NA
20112026,1,1,0.20003653367714946,NA,0.20444161932951677,NA
20112027,3,2,0.20119974193893786,0.001132584566999042,0.20469683393758636,2.4891713693288027e-4
20112031,1,1,0.1981761677305707,NA,0.2040378236625563,NA
20112033,1,1,0.19879597677702002,NA,0.2041716874642486,NA
20112035,1,1,0.19918591398235108,NA,0.20425629358893782,NA
20112037,10,4,0.2007150523556709,0.0025166410662525534,0.20459294828406333,5.535035338170535e-4
20112038,1,1,0.19930834710925263,NA,0.20428290765256485,NA
20112040,3,2,0.19906803122477196,2.6370413700875105e-4,0.20423072773413603,5.721788897391247e-5
20112041,10,4,0.19910588224978565,9.593969618737335e-4,0.20423953566988057,2.087019007937042e-4
20112042,1,1,0.20417065510737928,NA,0.20535284019909453,NA
20112043,15,5,0.19976512245421107,0.001852433799816825,0.20438433443823883,4.051317371419835e-4
20112046,1,1,0.20201089641190562,NA,0.20487490142485532,NA
20112047,3,2,0.19983279323722442,0.001520795622754119,0.20439825030745376,3.306479770886558e-4
20113001,1,1,0.19933807278337617,NA,0.20428937261314606,NA
20113005,6,3,0.2013681015502619,0.0017578705598214688,0.20473465432140212,3.863224408273829e-4
20113006,6,3,0.1984414517908027,2.767148575142675e-4,0.20409508383182245,5.975841067188546e-5
20113008,3,2,0.19980289498362386,0.0014592977754973912,0.20439147418210096,3.189335120645357e-4
20113009,1,1,0.19863509620755415,NA,0.20413685821345323,NA
20113012,15,5,0.19849385362388913,4.2962127176907067e-4,0.20410651057595972,9.295158986533304e-5
20113014,15,5,0.20086474680359728,0.0025709468429109036,0.2046261840628562,5.638431013084962e-4
20113015,3,2,0.19992243365783566,0.001434698340953824,0.20441762662486157,3.12376073366706e-4
20114002,3,2,0.19879911759316551,6.449444976673652e-4,0.204172657115305,1.3943150778304868e-4
20114007,3,2,0.20094511358763886,0.0024133161545632524,0.20464259801693446,5.287964992833927e-4
20114008,1,1,0.19898410747894443,NA,0.20421247562766945,NA
20114010,21,6,0.19906066453435137,8.013773741555466e-4,0.20422956300532769,1.7426936782689466e-4
20115901,32640,255,0.26876054684816625,0.046875615082664274,0.22121745647486538,0.012095967382602211
20120710,3,2,0.19850416937001272,4.293630006703987e-4,0.20410870426636885,9.268252408573455e-5
20201002,3,2,0.20003619084317834,5.012155856555677e-4,0.2044416459220929,1.0938226205805168e-4
