Admin,pairs_n,points_n,ph_variogram_mean,ph_vario_sd,log_SOC_variogram_mean,log_SOC_vario_sd
National-all points,49995000,9999,0.4297961572196413,0.04469431925377223,0.27108084443881514,0.014768314277055394
National-within District,2599043,9973,0.3158507290668357,0.06673584729418451,0.2343373661021862,0.01874899169683614
National-within EA,97834,5834,0.24605384764903607,0.04252852549390476,0.2155132065169919,0.01068517832917748
